Species,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Peliperdix_lathami,NA,2,NA,269,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,NA,284,254,269,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA
Peliperdix_schlegelii,NA,4,NA,253.25,NA,NA,NA,NA,NA,16.1,NA,NA,NA,NA,NA,238.5,258.75,NA,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA
Perdicula_argoondah,NA,6,NA,69.5,NA,NA,NA,NA,NA,5.6,17,NA,NA,NA,NA,59,62,69.5,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
Perdicula_asiatica,NA,6,NA,74.75,NA,NA,NA,NA,NA,5.6,17,NA,NA,NA,NA,NA,NA,69.5,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
Perdicula_erythrorhyncha,NA,5.5,NA,77.5,NA,NA,NA,NA,NA,9.1,17,NA,NA,NA,NA,NA,NA,73.125,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
Perdicula_manipurensis,NA,4,NA,71,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perdix_dauurica,NA,18.5,1,270,NA,NA,NA,NA,NA,12.85,NA,NA,NA,NA,NA,257.5,270,270,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
Perdix_hodgsoniae,NA,9,NA,372,NA,NA,NA,NA,NA,14.8,NA,NA,NA,NA,NA,NA,NA,411,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,NA
Perdix_perdix,364.234,16,1,405.5,6.916666667,NA,NA,9.25,NA,14.5,24.25,NA,5.17,365,NA,386,404,442,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA
Phasianus_colchicus,240,11,1,1043.75,27,NA,NA,20.5,NA,31.2,24,11,27,240,NA,953,1240.5,989,NA,NA,NA,57.5,NA,NA,NA,NA,NA,NA,NA
Phasianus_versicolor,240,11,1,1000,27,NA,NA,20.5,NA,31.2,24,11,27,240,NA,901.5,1186,989,NA,NA,NA,57.5,NA,NA,NA,NA,NA,NA,NA
Polyplectron_bicalcaratum,NA,2,NA,685,NA,NA,NA,NA,NA,33.5,21,NA,NA,NA,NA,480,685,NA,NA,NA,NA,51.5,NA,NA,NA,NA,NA,NA,NA
Polyplectron_chalcurum,NA,2,NA,507.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.5,507.75,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA
Polyplectron_germaini,NA,1.4,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polyplectron_inopinatum,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
Polyplectron_katsumatae,NA,2,NA,685,NA,NA,NA,NA,NA,33.5,21,NA,NA,NA,NA,480,685,NA,NA,NA,NA,51.5,NA,NA,NA,NA,NA,NA,NA
Polyplectron_malacense,NA,1,NA,630.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.25,NA,NA,NA,42.5,NA,NA,NA,NA,NA,NA,NA
Polyplectron_napoleonis,730,2,NA,436,15,NA,NA,NA,NA,NA,19,NA,15,365,NA,322,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polyplectron_schleiermacheri,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pternistis_adspersus,NA,6.701492537,1,437.5,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,NA,394,477.75,397,NA,NA,NA,35.5,NA,NA,NA,NA,NA,NA,NA
Pternistis_afer,NA,6,NA,559.25,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,532.5,534,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA
Pternistis_ahantensis,NA,5,NA,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,608,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA
Pternistis_bicalcaratus,NA,6,1,440.5,NA,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,381,507,440.5,NA,NA,NA,32.5,NA,NA,NA,NA,NA,NA,NA
Pternistis_camerunensis,NA,NA,NA,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pternistis_capensis,NA,7.2,1,652.25,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,547,757.5,547,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA
Pternistis_castaneicollis,NA,5.500666667,1,828.75,NA,NA,NA,NA,NA,37.5,NA,NA,NA,NA,NA,600,1057.5,600,NA,NA,NA,40.5,NA,NA,NA,NA,NA,NA,NA
Pternistis_clappertoni,NA,NA,NA,529.25,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,415,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pternistis_erckelii,NA,7,NA,1263,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1136,1263.3,NA,NA,NA,NA,40.5,NA,NA,NA,NA,NA,NA,NA
Pternistis_griseostriatus,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pternistis_hartlaubi,NA,5.85,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.5,266.25,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
Pternistis_harwoodi,NA,NA,NA,520.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pternistis_hildebrandti,NA,6,NA,622,NA,NA,NA,NA,NA,26.3,NA,NA,NA,NA,NA,455,622.5,NA,NA,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA
Pternistis_icterorhynchus,NA,7,1,526,NA,NA,NA,NA,NA,19.9,NA,NA,NA,NA,NA,441,571,441,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA
Pternistis_jacksoni,NA,3,NA,1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pternistis_leucoscepus,NA,5,NA,701,NA,NA,NA,NA,NA,30.8,NA,NA,NA,NA,NA,545,753,NA,NA,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA
Pternistis_natalensis,NA,5,1,531.375,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,405.5,604,385,NA,NA,NA,35.5,NA,NA,NA,NA,NA,NA,NA
Pternistis_nobilis,NA,NA,NA,878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.15,878.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pternistis_ochropectus,NA,NA,NA,809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pternistis_rufopictus,NA,4.5,NA,783,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,588,848,NA,NA,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA
Pternistis_squamatus,NA,6,NA,471.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,510,NA,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA
Pternistis_swainsonii,NA,5.500859107,1.499687695,621,NA,NA,NA,NA,NA,29.1,NA,NA,NA,NA,NA,510,706,510,NA,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA
Pternistis_swierstrai,NA,NA,NA,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pucrasia_macrolopha,363.468,6,1,1177.5,NA,NA,NA,NA,NA,39.5,21.5,NA,NA,NA,NA,1006,1229.5,932,NA,NA,NA,54.25,NA,NA,NA,NA,NA,NA,NA
Rhizothera_dulitensis,NA,3.2,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizothera_longirostris,NA,3.2,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rollulus_rouloul,NA,5.75,NA,224.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,232,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA
Scleroptila_afra,NA,6,1.499219969,410.25,NA,NA,NA,NA,NA,18.65,NA,NA,NA,NA,NA,361.75,442,397.5,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
Scleroptila_finschi,NA,5,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scleroptila_gutturalis,NA,6.3,1.249609985,418.75,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,362,448,397.5,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA
Scleroptila_levaillantii,NA,5,1,433.5,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,404,479,444,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA
Scleroptila_psilolaema,NA,5,1.500212394,440,NA,NA,NA,NA,NA,18.65,NA,NA,NA,NA,NA,397.5,453,457,NA,NA,NA,36.25,NA,NA,NA,NA,NA,NA,NA
Scleroptila_shelleyi,NA,5,1.500212394,426.75,NA,NA,NA,NA,NA,18.65,NA,NA,NA,NA,NA,362,446,457,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA
Scleroptila_streptophora,NA,4.5,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
Syrmaticus_ellioti,NA,7,NA,1156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,893,1168.25,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
Syrmaticus_humiae,NA,8.25,NA,1048.75,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,750,1053.75,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
Syrmaticus_mikado,NA,NA,NA,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1015,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syrmaticus_reevesii,NA,9.5,1,1239,9.2,NA,NA,22,NA,32.2,24.5,NA,9.2,NA,NA,974.5,1529,949,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
Syrmaticus_soemmerringii,NA,7,NA,907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,900,NA,NA,NA,NA,52.5,NA,NA,NA,NA,NA,NA,NA
Tetrao_urogalloides,NA,6.5,1,1950,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,1950,3965,1950,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA
Tetrao_urogallus,910.968,8,1,2942.5,18,NA,NA,38,NA,53,25,NA,18,1095,NA,1845,4170,2997.5,NA,NA,NA,61.5,NA,NA,NA,NA,NA,NA,NA
Tetraogallus_altaicus,NA,6,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2540,3000,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
Tetraogallus_caspius,NA,7.5,1,2514.5,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,2344,2684.5,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
Tetraogallus_caucasicus,363.468,6.25,1,1881.75,NA,NA,NA,46,NA,74,28,NA,NA,NA,NA,1734,1933,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA
Tetraogallus_himalayensis,NA,7.5,NA,2427.75,NA,NA,NA,NA,NA,77.3,31,NA,NA,NA,NA,2326,2529,2489,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
Tetraogallus_tibetanus,NA,6,NA,1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1385,1625,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
Tetraophasis_obscurus,NA,NA,NA,938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780,938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetraophasis_szechenyii,NA,NA,NA,1260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,1260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetrastes_bonasia,363.468,9,1,406.75,7.25,NA,NA,11.5,NA,19,25,NA,7.25,NA,NA,378.5,384.5,420,NA,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA
Tetrastes_sewerzowi,NA,6.65,NA,267.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,278,NA,NA,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA
Tragopan_blythii,NA,3.2,NA,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tragopan_caboti,NA,4,NA,1250,NA,NA,NA,NA,NA,47.2,28,NA,NA,NA,NA,1000,1400,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
Tragopan_melanocephalus,545.202,4.2,NA,1812.5,NA,NA,NA,NA,NA,61,28,NA,NA,NA,NA,1325,1975,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
Tragopan_satyra,545.202,3,NA,1662.5,NA,NA,NA,NA,NA,58.7,NA,NA,NA,NA,NA,1100,1850,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
Tragopan_temminckii,NA,4,NA,1404.5,NA,NA,NA,NA,NA,50.3,NA,NA,NA,NA,NA,964,1404.5,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
Tympanuchus_cupido,365,12,1,885.5,13.5,NA,NA,11.5,NA,24.5,24.5,NA,5,183,NA,775.6666667,960.25,854,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
Tympanuchus_pallidicinctus,365,11,1,730,13.5,NA,NA,NA,NA,24,23,NA,13.5,183,NA,679,752.5,679,NA,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA
Tympanuchus_phasianellus,180,12,1,851,7.5,NA,NA,12.8,NA,24,23.5,NA,6.316666667,180,NA,817,953,808.5,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
Xenoperdix_obscuratus,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,230.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xenoperdix_udzungwensis,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,230.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gavia_adamsii,1278,2,1,5212.5,30,NA,NA,85.2,NA,160,27.5,42.5,18,1278,1,5212.5,4900,5627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1095.75
Gavia_arctica,1001.835,1.95,1.5,2665,28,NA,NA,73.665,NA,110.2,29,61.25,28,1095,NA,2115,2852,3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gavia_immer,1093.968,2,1,4400,24.08333333,NA,NA,83.7,NA,167,27.5,75.25,20,1461,NA,4257.5,5450,4480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gavia_pacifica,1001.835,1.95,1.5,2665,28,NA,NA,73.665,NA,110.2,29,61.25,28,1095,NA,2115,2852,3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gavia_stellata,1001.835,2,1,1603,23.7,NA,NA,54.8,NA,82.7,27.5,43,23.58333333,1095,NA,1477,1729,1543.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aramus_guarauna,NA,5.75,1,1085,NA,NA,NA,NA,NA,59.6,NA,NA,NA,NA,NA,1080,1054.5,1082.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balearica_pavonina,1453.872,2.5,1,3590,13,NA,NA,91.7,NA,146.5,29.5,63,13,NA,NA,3629,3629,3595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balearica_regulorum,1453.872,2.5,1,3614.5,21,NA,NA,91.7,NA,152,29.5,59.5,17,NA,NA,3772.25,3629,3595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grus_americana,1638.67,2,1,6850,40,NA,NA,137.2,NA,209,31.75,100,30,1460,NA,6948.5,7300,6351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grus_antigone,1817.34,1.95,1,7150,26,NA,NA,134.2,NA,214.3,32.65,120,26,NA,NA,6025,6700,8231.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grus_canadensis,1095,2,1,4170,36.58333333,NA,NA,109.1,NA,161.2,29,70.5,21.5,1095,NA,4118.375,4535,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grus_carunculata,2008.875,1.75,1,8285,NA,NA,NA,NA,NA,252.65,36,130,NA,2008.875,1,8285,8966,8127.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grus_grus,1825,2,1,5500,43,NA,NA,121.1,NA,197.5,30,67.75,39.4,1825,NA,5350,5500,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grus_japonensis,1183.569,2,1,8500,40,NA,NA,138.5,NA,225.3,31.75,95,27.6,1095,NA,8786,8786,8393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grus_leucogeranus,2180.808,2,1,5724.75,39.4,NA,NA,121.7,NA,197,29,76,36.2,NA,NA,5475,6318.5,4797.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grus_monacha,1040,2,1,3702.5,40,NA,NA,89.3,NA,154.5,NA,75,24,1040,NA,3540,3930,3566.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grus_nigricollis,NA,2,1,6000,30,NA,NA,118.1,NA,217.7,61,90.66,30,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,913.125
Grus_paradisea,1635.606,2,1,4341.75,25,NA,NA,120.1,NA,185.15,31.5,110,25,NA,NA,3632.5,5675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grus_rubicunda,1363.005,2,1,6250.5,65,NA,NA,102.3,NA,185.95,29,98,33,NA,NA,5663,6791.5,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grus_vipio,1095,2,1,5031.5,45,NA,NA,116.3,NA,188.2,31,NA,26,1095,NA,4663,4663,5144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grus_virgo,730,2,1,2400,67,NA,NA,73.4,NA,128,28,60,27,730,NA,2171.25,2399.5,2417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heliopais_personatus,NA,5.7,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heliornis_fulica,NA,2.2,NA,132,NA,NA,NA,NA,NA,6.43,10.5,NA,NA,NA,NA,135,125,133.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Podica_senegalensis,NA,2.35,NA,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,627,603.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psophia_crepitans,NA,5,NA,1057.75,NA,NA,NA,NA,NA,60.3,NA,NA,NA,NA,NA,1205,1019,985.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psophia_leucoptera,NA,3,NA,1256,NA,NA,NA,NA,NA,83.2,NA,NA,NA,NA,NA,1256,1369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psophia_viridis,NA,NA,NA,1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aenigmatolimnas_marginalis,NA,4.425,NA,61,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,56.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaurolimnas_concolor,NA,4,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaurornis_akool,NA,5.5,NA,137.75,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,NA,125,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaurornis_flavirostra,NA,3,NA,94,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,90,98,87.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaurornis_isabellina,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaurornis_moluccana,NA,5.5,NA,202,NA,NA,NA,NA,NA,17.45,NA,NA,NA,NA,NA,170,203,286.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaurornis_olivacea,NA,5.65,NA,281,NA,NA,NA,NA,NA,17.45,NA,NA,NA,NA,NA,170,195.5,286.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaurornis_olivieri,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaurornis_phoenicurus,NA,6.75,NA,215.5,NA,NA,NA,NA,NA,19.6,NA,NA,NA,NA,NA,203,299,178.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anurolimnas_castaneiceps,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aramides_axillaris,NA,5,NA,304.75,NA,NA,NA,NA,NA,26.7,NA,NA,NA,NA,NA,NA,294.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aramides_cajaneus,NA,4.3,NA,432.5,NA,NA,NA,NA,NA,33,28,NA,NA,NA,NA,462,403,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aramides_mangle,NA,NA,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aramides_saracura,NA,4.5,NA,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aramides_wolfi,NA,NA,NA,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aramides_ypecaha,NA,4.5,NA,747.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665,747.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlantisia_rogersi,NA,2.055555556,1,38,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,37.45,41.8,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canirallus_kioloides,NA,2,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canirallus_oculeus,NA,2,NA,277,NA,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,276.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coturnicops_exquisitus,NA,8.015,NA,60.9,NA,NA,NA,NA,NA,6.5,17,35,NA,NA,NA,49.15,57.75,60.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coturnicops_notatus,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coturnicops_noveboracensis,NA,8.03,NA,60.9,NA,NA,NA,NA,NA,6.5,17,35,NA,NA,NA,49.15,57.75,60.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crex_crex,363.468,10,1,155.5,5.833333333,NA,NA,NA,NA,13.2,17.5,36,5.833333333,NA,NA,142,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crex_egregia,NA,5.2,NA,122.125,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,137,116.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryolimnas_cuvieri,NA,3.5,NA,189,NA,NA,NA,NA,NA,21.5,NA,NA,NA,NA,NA,180.5,232.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eulabeornis_castaneoventris,NA,4.5,NA,653.4,NA,NA,NA,NA,NA,38.75,NA,NA,NA,NA,NA,629,746,653.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fulica_alai,365,7.7,2,620.5,22.33333333,NA,NA,20.5,NA,28.7,22.75,54.25,22.3,365,NA,538,688,620.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fulica_americana,365,9.5,2,620.5,22.33333333,NA,NA,20.5,NA,28.9,22.75,54.25,22.3,365,NA,538,688,620.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fulica_ardesiaca,NA,4.5,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fulica_armillata,NA,4,NA,1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fulica_atra,365,7.6,1.5,775,32.3,NA,NA,22.5,NA,36.5,22.5,57.5,20.59166667,365,NA,718,845,518.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fulica_caribaea,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
